hour, t(sec), |V|1 (volts), |V|2 (volts), |V|3 (volts), |V|4 (volts), |I|1 (amps), |I|2 (amps), |I|3 (amps), |I|4 (amps)
0, 0.00000, 10160.3, 10470.6, 10295.3, 0, 127.041, 130.919, 128.721, 7.74087
0, 0.00000, 10187.9, 10498.6, 10325, 0, 126.527, 130.383, 128.222, 7.71843
0, 0.00000, 10215.4, 10526.5, 10354.7, 0, 126.003, 129.839, 127.72, 7.70051
0, 0.00000, 10243.3, 10554.7, 10384.7, 0, 125.482, 129.297, 127.214, 7.67769
0, 0.00000, 10271.1, 10583, 10414.8, 0, 124.96, 128.754, 126.707, 7.65477
0, 0.00000, 10299.2, 10611.4, 10445, 0, 124.434, 128.206, 126.195, 7.63161
0, 0.00000, 10327.4, 10640, 10475.5, 0, 123.904, 127.654, 125.68, 7.60822
0, 0.00000, 10355.6, 10668.7, 10506, 0, 123.372, 127.102, 125.163, 7.58473
0, 0.00000, 10384, 10697.4, 10536.7, 0, 122.837, 126.545, 124.643, 7.56102
0, 0.00000, 10412.5, 10726.4, 10567.5, 0, 122.299, 125.985, 124.119, 7.5371
0, 0.00000, 10441, 10755.4, 10598.4, 0, 121.76, 125.425, 123.594, 7.51251
0, 0.00000, 10469.8, 10784.7, 10629.5, 0, 121.215, 124.86, 123.063, 7.48721
0, 0.00000, 10498.6, 10814.1, 10660.7, 0, 120.669, 124.295, 122.532, 7.46183
0, 0.00000, 10527.5, 10843.5, 10692, 0, 120.121, 123.726, 121.997, 7.43625
0, 0.00000, 10556.7, 10873.2, 10723.6, 0, 119.567, 123.152, 121.457, 7.41037
0, 0.00000, 10585.8, 10902.9, 10755.2, 0, 119.013, 122.578, 120.917, 7.38442
0, 0.00000, 10615.1, 10932.8, 10787, 0, 118.454, 121.998, 120.372, 7.35817
0, 0.00000, 10644.4, 10962.6, 10818.8, 0, 117.895, 121.419, 119.827, 7.33191
0, 0.00000, 10674, 10992.8, 10851.1, 0, 117.329, 120.833, 119.274, 7.30552
0, 0.00000, 10703.6, 11023, 10883.2, 0, 116.763, 120.247, 118.723, 7.27929
0, 0.00000, 10733.3, 11053.3, 10915.7, 0, 116.193, 119.657, 118.166, 7.25282
0, 0.00000, 10763.1, 11083.8, 10948.1, 0, 115.621, 119.065, 117.608, 7.2262
0, 0.00000, 10793.1, 11114.3, 10980.8, 0, 115.045, 118.469, 117.046, 7.19933
0, 0.00000, 10823.2, 11145.1, 11013.7, 0, 114.465, 117.869, 116.48, 7.17222
0, 0.00000, 10853.3, 11175.9, 11046.7, 0, 113.884, 117.268, 115.912, 7.14497
0, 0.00000, 10883.7, 11206.9, 11079.9, 0, 113.297, 116.661, 115.339, 7.11739
0, 0.00000, 10914.1, 11238, 11113.2, 0, 112.709, 116.053, 114.765, 7.08969
0, 0.00000, 10944.6, 11269.1, 11146.6, 0, 112.118, 115.442, 114.187, 7.06177
0, 0.00000, 10975.2, 11300.4, 11180.2, 0, 111.524, 114.828, 113.607, 7.03364
0, 0.00000, 11006, 11331.9, 11213.9, 0, 110.928, 114.212, 113.023, 7.00532
0, 0.00000, 11036.9, 11363.5, 11247.9, 0, 110.326, 113.591, 112.435, 6.9767
0, 0.00000, 11067.8, 11395.1, 11281.8, 0, 109.725, 112.969, 111.847, 6.948
0, 0.00000, 11098.9, 11426.9, 11316, 0, 109.119, 112.344, 111.254, 6.91897
0, 0.00000, 11130.1, 11458.9, 11350.4, 0, 108.51, 111.715, 110.657, 6.88934
0, 0.00000, 11161.4, 11490.9, 11384.8, 0, 107.898, 111.084, 110.058, 6.85949
0, 0.00000, 11192.9, 11523.2, 11419.5, 0, 107.284, 110.449, 109.456, 6.82929
0, 0.00000, 11224.5, 11555.5, 11454.3, 0, 106.666, 109.812, 108.85, 6.79883
0, 0.00000, 11256.2, 11588, 11489.3, 0, 106.045, 109.171, 108.241, 6.76814
0, 0.00000, 11288, 11620.7, 11524.4, 0, 105.421, 108.527, 107.628, 6.73723
0, 0.00000, 11319.9, 11653.4, 11559.7, 0, 104.794, 107.88, 107.013, 6.70612
0, 0.00000, 11352, 11686.2, 11595.1, 0, 104.165, 107.232, 106.396, 6.67482
0, 0.00000, 11384.1, 11719.1, 11630.6, 0, 103.533, 106.581, 105.776, 6.64333
0, 0.00000, 11416.3, 11752.2, 11666.4, 0, 102.898, 105.926, 105.152, 6.61157
0, 0.00000, 11448.7, 11785.5, 11702.3, 0, 102.26, 105.267, 104.524, 6.57932
0, 0.00000, 11481.7, 11818.7, 11738.4, 0, 101.623, 104.606, 103.896, 6.54435
0, 0.00000, 11514.7, 11852, 11774.7, 0, 100.984, 103.942, 103.264, 6.50839
0, 0.00000, 11548.2, 11885.4, 11811.1, 0, 100.344, 103.275, 102.629, 6.47112
0, 0.00000, 11582.1, 11918.8, 11847.9, 0, 99.7019, 102.602, 101.991, 6.43135
0, 0.00000, 11616.1, 11952.3, 11884.6, 0, 99.06, 101.929, 101.351, 6.39088
0, 0.00000, 11650.2, 11986, 11921.7, 0, 98.4143, 101.252, 100.708, 6.35021
0, 0.00000, 11684.6, 12019.8, 11958.9, 0, 97.7654, 100.571, 100.061, 6.30918
0, 0.00000, 11719, 12053.6, 11996.2, 0, 97.115, 99.8895, 99.4132, 6.26802
0, 0.00000, 11753.5, 12087.6, 12033.7, 0, 96.4617, 99.2048, 98.7618, 6.22674
0, 0.00000, 11788.2, 12121.7, 12071.3, 0, 95.8057, 98.5175, 98.1077, 6.18535
0, 0.00000, 11823, 12155.9, 12109.1, 0, 95.1473, 97.828, 97.4511, 6.14386
0, 0.00000, 11857.9, 12190.2, 12147.1, 0, 94.4854, 97.1349, 96.7908, 6.1022
0, 0.00000, 11892.9, 12224.7, 12185.2, 0, 93.8218, 96.4407, 96.1286, 6.06027
0, 0.00000, 11929.1, 12262.5, 12222.9, 0, 93.1625, 95.7666, 95.4599, 6.00039
0, 0.00000, 11965.4, 12301.6, 12262.1, 0, 92.5032, 95.1016, 94.7989, 5.9537
0, 0.00000, 12001.9, 12341, 12301.6, 0, 91.8399, 94.4338, 94.1351, 5.90842
0, 0.00000, 12038.6, 12380.7, 12341.4, 0, 91.1744, 93.7644, 93.4699, 5.86325
0, 0.00000, 12075.4, 12421, 12382.3, 0, 90.508, 93.097, 92.8096, 5.81814
0, 0.00000, 12113.4, 12461.7, 12424.2, 0, 89.8459, 92.4275, 92.1518, 5.77312
0, 0.00000, 12151.9, 12502.5, 12466.5, 0, 89.184, 91.7553, 91.4937, 5.72826
0, 0.00000, 12190.5, 12543.3, 12509, 0, 88.5213, 91.0821, 90.8347, 5.68356
0, 0.00000, 12229.5, 12584.4, 12551.8, 0, 87.8563, 90.4053, 90.1725, 5.63818
0, 0.00000, 12269.8, 12625.3, 12594.9, 0, 87.1975, 89.7247, 89.5099, 5.58722
0, 0.00000, 12310.2, 12666.3, 12638.3, 0, 86.5371, 89.041, 88.8448, 5.53481
0, 0.00000, 12350.8, 12707.5, 12681.8, 0, 85.8757, 88.3563, 88.1785, 5.48248
0, 0.00000, 12391.6, 12748.9, 12725.5, 0, 85.211, 87.6685, 87.5088, 5.43007
0, 0.00000, 12432.5, 12790.4, 12769.4, 0, 84.5459, 86.9803, 86.8387, 5.3778
0, 0.00000, 12473.6, 12832.1, 12813.5, 0, 83.8771, 86.2886, 86.1648, 5.32542
0, 0.00000, 12514.7, 12873.9, 12857.8, 0, 83.2085, 85.5973, 85.4911, 5.27323
0, 0.00000, 12556.1, 12915.9, 12902.3, 0, 82.5371, 84.9032, 84.8145, 5.22098
0, 0.00000, 12597.5, 12958.1, 12946.9, 0, 81.8654, 84.2091, 84.1375, 5.16888
0, 0.00000, 12639.1, 13000.4, 12991.7, 0, 81.1917, 83.5129, 83.4584, 5.11678
0, 0.00000, 12680.9, 13042.9, 13036.7, 0, 80.5173, 82.8163, 82.7786, 5.0648
0, 0.00000, 12722.8, 13085.5, 13082, 0, 79.8416, 82.1185, 82.0973, 5.01288
0, 0.00000, 12764.8, 13128.3, 13127.4, 0, 79.1649, 81.4199, 81.4151, 4.96104
0, 0.00000, 12807, 13171.3, 13173, 0, 78.4877, 80.721, 80.7323, 4.90932
0, 0.00000, 12849.3, 13214.4, 13218.7, 0, 77.8104, 80.022, 80.0492, 4.85774
0, 0.00000, 12891.7, 13257.6, 13264.6, 0, 77.1332, 79.3234, 79.3663, 4.80632
0, 0.00000, 12934.2, 13301, 13310.7, 0, 76.4556, 78.6245, 78.6829, 4.75503
0, 0.00000, 12976.9, 13344.6, 13357, 0, 75.778, 77.9258, 77.9993, 4.70387
0, 0.00000, 13019.7, 13388.3, 13403.5, 0, 75.1008, 77.2275, 77.3161, 4.65288
0, 0.00000, 13062.7, 13432.2, 13450.2, 0, 74.4242, 76.5302, 76.6336, 4.60208
0, 0.00000, 13105.8, 13476.3, 13497.1, 0, 73.7479, 75.8333, 75.9511, 4.55144
0, 0.00000, 13148.9, 13520.4, 13544, 0, 73.0739, 75.139, 75.2711, 4.50109
0, 0.00000, 13192.3, 13564.8, 13591.2, 0, 72.4008, 74.4457, 74.5918, 4.45095
0, 0.00000, 13235.7, 13609.3, 13638.6, 0, 71.7291, 73.754, 73.9139, 4.40102
0, 0.00000, 13279.3, 13653.9, 13686.1, 0, 71.0598, 73.065, 73.2384, 4.3514
0, 0.00000, 13323, 13698.7, 13733.8, 0, 70.3925, 72.3782, 72.5649, 4.30204
0, 0.00000, 13366.7, 13743.6, 13781.7, 0, 69.7284, 71.6947, 71.8945, 4.25301
0, 0.00000, 13410.7, 13788.7, 13829.8, 0, 69.0669, 71.0142, 71.2267, 4.20429
0, 0.00000, 13454.7, 13833.9, 13878, 0, 68.4092, 70.3376, 70.5627, 4.15594
0, 0.00000, 13498.8, 13879.2, 13926.3, 0, 67.7554, 69.6653, 69.9027, 4.10797
0, 0.00000, 13543.2, 13924.9, 13974.9, 0, 67.1058, 68.9976, 69.2463, 4.06035
0, 0.00000, 13588.5, 13971.6, 14023.6, 0, 66.4648, 68.3396, 68.5953, 4.01315
0, 0.00000, 13634, 14019.4, 14073.5, 0, 65.8295, 67.6905, 67.9536, 3.96588
0, 0.00000, 13679.6, 14067.6, 14123.9, 0, 65.2, 67.049, 67.3193, 3.91909
0, 0.00000, 13725.3, 14115.9, 14174.4, 0, 64.577, 66.4146, 66.6917, 3.87282
0, 0.00000, 13772.3, 14164.4, 14226.1, 0, 63.9645, 65.786, 66.0736, 3.82702
0, 0.00000, 13819.6, 14213, 14278.1, 0, 63.3612, 65.1653, 65.4646, 3.78175
0, 0.00000, 13867.1, 14261.8, 14330.3, 0, 62.7655, 64.5525, 64.8633, 3.73705
0, 0.00000, 13914.7, 14310.7, 14382.6, 0, 62.1779, 63.9482, 64.2703, 3.69296
0, 0.00000, 13962.3, 14359.8, 14435.1, 0, 61.5991, 63.3531, 63.6864, 3.64952
0, 0.00000, 14010.2, 14409.1, 14487.9, 0, 61.0292, 62.7673, 63.1116, 3.60674
0, 0.00000, 14058, 14458.4, 14540.7, 0, 60.47, 62.1926, 62.5477, 3.5647
0, 0.00000, 14106, 14507.9, 14593.8, 0, 59.9213, 61.629, 61.9946, 3.52342
0, 0.00000, 14154.1, 14557.5, 14646.9, 0, 59.3849, 61.078, 61.454, 3.48297
0, 0.00000, 14202.3, 14607.3, 14700.3, 0, 58.8599, 60.5391, 60.9252, 3.4433
0, 0.00000, 14250.5, 14657.2, 14753.8, 0, 58.3486, 60.0143, 60.4104, 3.40454
0, 0.00000, 14298.9, 14707.3, 14807.5, 0, 57.8506, 59.5034, 59.9093, 3.36666
0, 0.00000, 14347.3, 14757.5, 14861.2, 0, 57.3679, 59.0083, 59.424, 3.32976
0, 0.00000, 14395.9, 14807.8, 14915.2, 0, 56.9001, 58.5287, 58.954, 3.29383
0, 0.00000, 14444.4, 14858.2, 14969.2, 0, 56.4496, 58.067, 58.5018, 3.25899
0, 0.00000, 14493.1, 14908.8, 15023.5, 0, 56.0159, 57.6228, 58.067, 3.22519
0, 0.00000, 14541.8, 14959.4, 15077.8, 0, 55.6006, 57.1977, 57.6512, 3.19254
0, 0.00000, 14591, 15010, 15131.2, 0, 55.2057, 56.7916, 57.2511, 3.15468
0, 0.00000, 14640.4, 15060.6, 15183.9, 0, 54.8322, 56.4062, 56.8692, 3.11339
0, 0.00000, 14689.8, 15110.7, 15236.9, 0, 54.4793, 56.0412, 56.5093, 3.07453
0, 0.00000, 14738.6, 15157.6, 15290.4, 0, 54.1459, 55.6868, 56.1747, 3.04695
0, 0.00000, 14787.5, 15204, 15343.5, 0, 53.8354, 55.3536, 55.8613, 3.01933
0, 0.00000, 14835.3, 15249.7, 15396.3, 0, 53.5459, 55.043, 55.5721, 2.9933
0, 0.00000, 14882.1, 15295.2, 15448.6, 0, 53.2771, 54.757, 55.3063, 2.96964
0, 0.00000, 14929, 15341.7, 15500.7, 0, 53.0341, 54.5011, 55.0659, 2.94622
0, 0.00000, 14975.8, 15387.1, 15553.1, 0, 52.818, 54.2697, 54.855, 2.92634
0, 0.00000, 15022.6, 15432.6, 15605.5, 0, 52.63, 54.0672, 54.6732, 2.90752
0, 0.00000, 15069.5, 15478.1, 15658, 0, 52.4706, 53.8942, 54.521, 2.89024
0, 0.00000, 15116, 15523.8, 15710.6, 0, 52.3394, 53.752, 54.3993, 2.87579
0, 0.00000, 15161.6, 15569.8, 15763.1, 0, 52.2355, 53.6426, 54.3088, 2.86615
0, 0.00000, 15207.1, 15615.9, 15815.7, 0, 52.1626, 53.5653, 54.251, 2.85869
0, 0.00000, 15252.5, 15661.9, 15868.3, 0, 52.1216, 53.5209, 54.2264, 2.85295
0, 0.00000, 15298.1, 15708, 15921, 0, 52.1131, 53.51, 54.2357, 2.84893
0, 0.00000, 15343.5, 15754, 15973.7, 0, 52.1378, 53.5332, 54.2797, 2.84665
0, 0.00000, 15388.9, 15800, 16026.3, 0, 52.1962, 53.591, 54.3588, 2.84614
0, 0.00000, 15434.2, 15845.9, 16078.9, 0, 52.2884, 53.6838, 54.4733, 2.84747
0, 0.00000, 15480.1, 15892.6, 16132.4, 0, 52.4173, 53.8144, 54.6265, 2.85072
0, 0.00000, 15525.3, 15938.4, 16185, 0, 52.5792, 53.9789, 54.814, 2.85571
0, 0.00000, 5279.44, 5514.74, 5246.82, 0, 208.122, 217.407, 206.848, 10.878
0, 0.00000, 5292.88, 5528.54, 5260.35, 0, 207.964, 217.224, 206.685, 10.8404
0, 0.00000, 5306.65, 5542.64, 5274.11, 0, 207.806, 217.048, 206.531, 10.835
0, 0.00000, 5320.08, 5556.4, 5287.55, 0, 207.651, 216.876, 206.381, 10.8295
0, 0.00000, 5333.8, 5570.45, 5301.27, 0, 207.493, 216.701, 206.227, 10.8239
0, 0.00000, 5347.8, 5584.79, 5315.27, 0, 207.332, 216.521, 206.07, 10.8182
0, 0.00000, 5361.47, 5598.79, 5328.95, 0, 207.175, 216.346, 205.917, 10.8126
0, 0.00000, 5375.42, 5613.08, 5342.91, 0, 207.014, 216.167, 205.761, 10.8069
0, 0.00000, 5389.35, 5627.34, 5356.85, 0, 206.853, 215.988, 205.605, 10.8011
0, 0.00000, 5403.56, 5641.88, 5371.07, 0, 206.689, 215.806, 205.445, 10.7953
0, 0.00000, 5417.44, 5656.09, 5384.96, 0, 206.529, 215.628, 205.29, 10.7896
0, 0.00000, 5431.6, 5670.59, 5399.13, 0, 206.365, 215.446, 205.131, 10.7838
0, 0.00000, 5446.03, 5685.36, 5413.58, 0, 206.198, 215.261, 204.969, 10.7778
0, 0.00000, 5460.44, 5700.11, 5428, 0, 206.032, 215.076, 204.807, 10.7719
0, 0.00000, 5474.83, 5714.83, 5442.4, 0, 205.865, 214.891, 204.645, 10.7659
0, 0.00000, 5489.19, 5729.53, 5456.78, 0, 205.699, 214.706, 204.484, 10.76
0, 0.00000, 5503.82, 5744.5, 5471.43, 0, 205.529, 214.518, 204.319, 10.7539
0, 0.00000, 5518.43, 5759.44, 5486.06, 0, 205.36, 214.33, 204.154, 10.7479
0, 0.00000, 5533.01, 5774.36, 5500.66, 0, 205.191, 214.142, 203.99, 10.7418
0, 0.00000, 5547.86, 5789.55, 5515.53, 0, 205.018, 213.951, 203.823, 10.7357
0, 0.00000, 5562.68, 5804.72, 5530.38, 0, 204.846, 213.76, 203.656, 10.7295
0, 0.00000, 5577.48, 5819.85, 5545.2, 0, 204.674, 213.569, 203.489, 10.7233
0, 0.00000, 5592.55, 5835.26, 5560.29, 0, 204.499, 213.375, 203.319, 10.7171
0, 0.00000, 5607.58, 5850.63, 5575.36, 0, 204.324, 213.181, 203.149, 10.7108
0, 0.00000, 5622.89, 5866.28, 5590.69, 0, 204.146, 212.984, 202.976, 10.7044
0, 0.00000, 5638.16, 5881.9, 5605.99, 0, 203.968, 212.786, 202.803, 10.698
0, 0.00000, 5653.41, 5897.49, 5621.27, 0, 203.79, 212.59, 202.631, 10.6916
0, 0.00000, 5668.92, 5913.34, 5636.81, 0, 203.609, 212.389, 202.455, 10.6851
0, 0.00000, 5684.11, 5928.87, 5652.04, 0, 203.432, 212.193, 202.284, 10.6787
0, 0.00000, 5699.85, 5944.96, 5667.82, 0, 203.248, 211.989, 202.105, 10.6721
0, 0.00000, 5715.56, 5961.01, 5683.57, 0, 203.065, 211.786, 201.927, 10.6655
0, 0.00000, 5731.24, 5977.04, 5699.29, 0, 202.881, 211.583, 201.749, 10.6589
0, 0.00000, 5746.89, 5993.03, 5714.98, 0, 202.698, 211.381, 201.572, 10.6523
0, 0.00000, 5762.8, 6009.28, 5730.93, 0, 202.512, 211.175, 201.391, 10.6456
0, 0.00000, 5778.96, 6025.79, 5747.14, 0, 202.323, 210.965, 201.208, 10.6387
0, 0.00000, 5794.81, 6041.98, 5763.03, 0, 202.137, 210.76, 201.028, 10.632
0, 0.00000, 5810.9, 6058.42, 5779.18, 0, 201.948, 210.551, 200.845, 10.6252
0, 0.00000, 5827.26, 6075.13, 5795.58, 0, 201.756, 210.339, 200.659, 10.6182
0, 0.00000, 5843.58, 6091.79, 5811.95, 0, 201.565, 210.127, 200.473, 10.6113
0, 0.00000, 5859.86, 6108.42, 5828.29, 0, 201.373, 209.916, 200.287, 10.6044
0, 0.00000, 5876.4, 6125.31, 5844.89, 0, 201.179, 209.701, 200.099, 10.5973
0, 0.00000, 5892.9, 6142.16, 5861.45, 0, 200.985, 209.487, 199.911, 10.5903
0, 0.00000, 5909.66, 6159.26, 5878.26, 0, 200.787, 209.269, 199.72, 10.5831
0, 0.00000, 5926.37, 6176.33, 5895.04, 0, 200.59, 209.051, 199.529, 10.5759
0, 0.00000, 5943.34, 6193.64, 5912.07, 0, 200.39, 208.831, 199.335, 10.5687
0, 0.00000, 5960.26, 6210.92, 5929.06, 0, 200.191, 208.61, 199.142, 10.5614
0, 0.00000, 5977.43, 6228.44, 5946.3, 0, 199.988, 208.387, 198.946, 10.554
0, 0.00000, 5994.29, 6245.64, 5963.23, 0, 199.789, 208.167, 198.753, 10.5468
0, 0.00000, 6011.66, 6263.37, 5980.68, 0, 199.584, 207.941, 198.554, 10.5393
0, 0.00000, 6029, 6281.06, 5998.09, 0, 199.379, 207.715, 198.355, 10.5318
0, 0.00000, 6046.3, 6298.7, 6015.47, 0, 199.174, 207.489, 198.157, 10.5243
0, 0.00000, 6063.84, 6316.59, 6033.09, 0, 198.966, 207.26, 197.956, 10.5168
0, 0.00000, 6081.61, 6334.73, 6050.95, 0, 198.755, 207.028, 197.752, 10.5091
0, 0.00000, 6099.07, 6352.53, 6068.49, 0, 198.548, 206.8, 197.552, 10.5015
0, 0.00000, 6117.05, 6370.86, 6086.55, 0, 198.335, 206.565, 197.345, 10.4937
0, 0.00000, 6134.98, 6389.14, 6104.58, 0, 198.122, 206.331, 197.139, 10.4859
0, 0.00000, 6152.86, 6407.38, 6122.56, 0, 197.91, 206.097, 196.934, 10.4781
0, 0.00000, 6170.98, 6425.86, 6140.77, 0, 197.694, 205.86, 196.725, 10.4702
0, 0.00000, 6189.06, 6444.29, 6158.95, 0, 197.479, 205.623, 196.517, 10.4623
0, 0.00000, 6207.37, 6462.95, 6177.36, 0, 197.261, 205.384, 196.306, 10.4543
0, 0.00000, 6259.99, 8101.97, 6059.47, 0, 197.919, 172.975, 192.859, 28.5962
0, 0.00000, 6278.82, 8440.64, 6056.96, 0, 197.915, 178.097, 190.915, 27.565
0, 0.00000, 6297.2, 8460.42, 6075.26, 0, 197.663, 177.78, 190.697, 27.7089
0, 0.00000, 6315.51, 8480.52, 6093.47, 0, 197.424, 177.471, 190.484, 27.7446
0, 0.00000, 6333.78, 8500.54, 6111.64, 0, 197.186, 177.163, 190.271, 27.78
0, 0.00000, 6352.52, 8521.05, 6130.3, 0, 196.941, 176.847, 190.053, 27.8161
0, 0.00000, 6371.21, 8541.49, 6148.91, 0, 196.697, 176.532, 189.835, 27.852
0, 0.00000, 6389.85, 8561.84, 6167.48, 0, 196.454, 176.218, 189.618, 27.8876
0, 0.00000, 6408.68, 8582.33, 6186.26, 0, 196.206, 175.899, 189.398, 27.9231
0, 0.00000, 6427.7, 8602.99, 6205.26, 0, 195.955, 175.576, 189.175, 27.9589
0, 0.00000, 6446.67, 8623.56, 6224.21, 0, 195.705, 175.254, 188.953, 27.9945
0, 0.00000, 6465.84, 8644.33, 6243.38, 0, 195.451, 174.928, 188.728, 28.0303
0, 0.00000, 8365.75, 8380.42, 6287.5, 0, 166.607, 169.246, 189.255, 35.0085
0, 0.00000, 8390.91, 8398.47, 6305.64, 0, 168.351, 168.498, 188.978, 31.848
0, 0.00000, 8411.26, 8418.59, 6324.73, 0, 168.029, 168.174, 188.732, 31.8852
0, 0.00000, 8431.54, 8438.62, 6343.76, 0, 167.71, 167.85, 188.486, 31.9226
0, 0.00000, 8451.99, 8458.83, 6362.99, 0, 167.389, 167.523, 188.239, 31.9602
0, 0.00000, 8472.61, 8479.21, 6382.42, 0, 167.064, 167.193, 187.988, 31.9979
0, 0.00000, 8493.14, 8499.5, 6401.79, 0, 166.74, 166.864, 187.738, 32.0354
0, 0.00000, 8513.84, 8519.95, 6421.33, 0, 166.413, 166.531, 187.484, 32.0728
0, 0.00000, 8534.69, 8540.55, 6441.02, 0, 166.083, 166.195, 187.227, 32.1102
0, 0.00000, 8555.71, 8561.32, 6460.9, 0, 165.749, 165.856, 186.968, 32.1479
0, 0.00000, 8469.48, 8598.87, 7259.9, 0, 163.908, 165.767, 171.626, 19.9121
0, 0.00000, 8335.76, 8623.72, 8365.55, 0, 160.048, 165.587, 160.625, 9.10123
0, 0.00000, 8355.97, 8644, 8386.37, 0, 159.708, 165.213, 160.283, 9.06857
0, 0.00000, 8376.4, 8664.65, 8407.6, 0, 159.372, 164.856, 159.959, 9.05558
0, 0.00000, 8396.71, 8685.19, 8428.73, 0, 159.036, 164.5, 159.637, 9.04331
0, 0.00000, 8417.18, 8705.89, 8450.01, 0, 158.698, 164.141, 159.311, 9.03086
0, 0.00000, 8437.54, 8726.48, 8471.2, 0, 158.361, 163.783, 158.986, 9.01849
0, 0.00000, 8458.28, 8747.45, 8492.79, 0, 158.017, 163.418, 158.655, 9.00572
0, 0.00000, 8478.92, 8768.32, 8514.28, 0, 157.674, 163.055, 158.326, 8.9931
0, 0.00000, 8499.69, 8789.32, 8535.92, 0, 157.329, 162.689, 157.993, 8.9803
0, 0.00000, 8520.59, 8810.46, 8557.7, 0, 156.981, 162.321, 157.658, 8.96737
0, 0.00000, 8541.39, 8831.49, 8579.37, 0, 156.634, 161.954, 157.325, 8.95453
0, 0.00000, 8562.55, 8852.88, 8601.43, 0, 156.281, 161.58, 156.985, 8.94131
0, 0.00000, 8583.6, 8874.16, 8623.39, 0, 155.93, 161.208, 156.646, 8.92822
0, 0.00000, 8604.77, 8895.57, 8645.48, 0, 155.576, 160.833, 156.305, 8.91496
0, 0.00000, 8626.06, 8917.1, 8667.7, 0, 155.219, 160.455, 155.962, 8.90158
0, 0.00000, 8647.47, 8938.74, 8690.05, 0, 154.86, 160.075, 155.616, 8.88809
0, 0.00000, 8668.99, 8960.5, 8712.53, 0, 154.498, 159.693, 155.268, 8.87447
0, 0.00000, 8690.63, 8982.37, 8735.13, 0, 154.135, 159.308, 154.918, 8.86075
0, 0.00000, 8712.14, 9004.12, 8757.62, 0, 153.773, 158.925, 154.569, 8.8471
0, 0.00000, 8733.99, 9026.21, 8780.47, 0, 153.404, 158.536, 154.214, 8.83309
0, 0.00000, 8755.72, 9048.18, 8803.2, 0, 153.037, 158.149, 153.861, 8.81922
0, 0.00000, 8777.77, 9070.48, 8826.27, 0, 152.665, 157.755, 153.502, 8.80499
0, 0.00000, 8799.7, 9092.64, 8849.22, 0, 152.294, 157.363, 153.144, 8.79089
0, 0.00000, 8821.73, 9114.91, 8872.29, 0, 151.92, 156.968, 152.784, 8.77663
0, 0.00000, 8844.07, 9137.5, 8895.69, 0, 151.541, 156.568, 152.419, 8.76207
0, 0.00000, 8866.28, 9159.95, 8918.96, 0, 151.164, 156.17, 152.055, 8.74765
0, 0.00000, 8888.58, 9182.5, 8942.34, 0, 150.784, 155.77, 151.69, 8.73307
0, 0.00000, 8911.19, 9205.34, 8966.04, 0, 150.399, 155.363, 151.319, 8.71819
0, 0.00000, 8933.65, 9228.06, 8989.62, 0, 150.016, 154.959, 150.949, 8.70346
0, 0.00000, 8956.42, 9251.07, 9013.5, 0, 149.627, 154.549, 150.574, 8.68837
0, 0.00000, 8979.04, 9273.94, 9037.26, 0, 149.24, 154.141, 150.201, 8.67343
0, 0.00000, 9001.95, 9297.1, 9061.33, 0, 148.848, 153.727, 149.823, 8.65814
0, 0.00000, 9024.93, 9320.33, 9085.47, 0, 148.454, 153.312, 149.443, 8.64281
0, 0.00000, 9047.98, 9343.64, 9109.7, 0, 148.058, 152.895, 149.061, 8.62738
0, 0.00000, 9071.1, 9367, 9134.01, 0, 147.66, 152.476, 148.678, 8.61185
0, 0.00000, 9094.28, 9390.43, 9158.39, 0, 147.261, 152.056, 148.293, 8.59623
0, 0.00000, 9117.72, 9414.13, 9183.06, 0, 146.857, 151.63, 147.903, 8.58032
0, 0.00000, 9141.01, 9437.68, 9207.59, 0, 146.455, 151.207, 147.515, 8.56456
0, 0.00000, 9164.56, 9461.49, 9232.4, 0, 146.048, 150.779, 147.122, 8.54847
0, 0.00000, 9188.16, 9485.34, 9257.27, 0, 145.639, 150.349, 146.728, 8.53234
0, 0.00000, 9212, 9509.45, 9282.4, 0, 145.226, 149.914, 146.329, 8.51594
0, 0.00000, 9235.69, 9533.4, 9307.39, 0, 144.814, 149.481, 145.932, 8.49968
0, 0.00000, 9259.62, 9557.59, 9332.64, 0, 144.398, 149.044, 145.53, 8.48311
0, 0.00000, 9283.78, 9582.02, 9358.14, 0, 143.978, 148.602, 145.124, 8.46632
0, 0.00000, 9307.78, 9606.29, 9383.49, 0, 143.559, 148.162, 144.72, 8.44967
0, 0.00000, 9332, 9630.78, 9409.09, 0, 143.136, 147.718, 144.312, 8.43271
0, 0.00000, 9356.45, 9655.49, 9434.92, 0, 142.709, 147.269, 143.899, 8.41555
0, 0.00000, 9380.72, 9680.04, 9460.6, 0, 142.284, 146.823, 143.489, 8.39852
0, 0.00000, 9405.4, 9704.99, 9486.71, 0, 141.851, 146.369, 143.071, 8.38103
0, 0.00000, 9429.9, 9729.77, 9512.65, 0, 141.421, 145.917, 142.655, 8.36372
0, 0.00000, 9454.61, 9754.75, 9538.81, 0, 140.987, 145.461, 142.235, 8.34612
0, 0.00000, 9479.51, 9779.94, 9565.2, 0, 140.548, 145.001, 141.812, 8.32833
0, 0.00000, 9504.42, 9805.13, 9591.6, 0, 140.109, 144.541, 141.387, 8.3105
0, 0.00000, 9529.51, 9830.51, 9618.22, 0, 139.666, 144.076, 140.959, 8.29243
